index_number,region_number,port_name,country,port_latitude,port_longitude,publication_number,chart_number,harbor_size,harbor_type,shelter_afforded,entry_tide,entry_swell,entry_ice,entry_other,overhead_limit,channel_depth,anchorage_depth,cargo_pier_depth,cargo_oil_depth,tide_range,max_vessel_size,good_holding_ground,turning_area,port_of_entry,us_representative,eta_message_required,pilot_required,pilot_available,pilot_local_assist,pilot_advised,tug_salvage,tug_assist,quarantine_procedures_required,quarantine_sscc_cert_required,quarantine_other,comms_phone,comms_fax,comms_radio,comms_vhf,comms_air,comms_rail,cargo_wharf,cargo_anchor,cargo_med_moor,cargo_beach_moor,cargo_ice_moor,med_facility,garbage_dispose,degauss,dirty_ballast,crane_fixed,crane_mobile,crane_float,lift_100_tons,lift_50_100_tons,lift_25_49_tons,lift_0_24_tons,services_longshore,services_electrical,services_steam,services_nav_equip,services_electrical_repair,provisions,water,fuel_oil,diesel,deck_supplies,eng_supplies,repair_types,dry_dock_types,railway_types,port_geom
41590,41560,RISAN,ME,42.516667,18.7,132,54240,V,CB,F,FALSE,TRUE,FALSE,TRUE,,P,C,N,,0,,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,,FALSE,FALSE,,,,,,,,,,,,,,,,TRUE,TRUE,B,M,,POINT(18.7 42.5166666666667)
41670,41650,DURRES,AL,41.316667,19.45,132,54266,S,CB,F,FALSE,FALSE,FALSE,TRUE,FALSE,L,L,L,M,1,M,,,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,FALSE,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,L,POINT(19.45 41.3166666666667)
42210,42010,PERAMA,GR,37.966667,23.566667,132,54343,S,OR,F,FALSE,FALSE,FALSE,TRUE,FALSE,J,L,J,L,0,L,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,B,M,,POINT(23.5666666666667 37.9666666666667)
44750,44360,IZMIR,TR,38.433333,27.133333,132,54387,L,CN,F,FALSE,TRUE,FALSE,TRUE,,K,G,L,N,2,M,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,S,POINT(27.1333333333333 38.4333333333333)
44804,44360,DELTA TERMINAL,TR,36.85,36.166667,132,54481,V,OR,P,,,,TRUE,,,A,,M,0,M,,,,FALSE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,B,,,POINT(36.1666666666667 36.85)
43435,43325,ISTINYE,TR,41.116667,29.05,BA24,55048,V,CN,F,FALSE,FALSE,FALSE,TRUE,TRUE,A,A,P,,0,M,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,FALSE,,,,,,,,,,,,,TRUE,TRUE,,,,,B,M,,POINT(29.05 41.1166666666667)
43560,43540,CONSTANTA,RO,44.166667,28.65,BA24,55060,M,CB,G,FALSE,TRUE,FALSE,TRUE,TRUE,C,A,M,H,0,M,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,L,POINT(28.65 44.1666666666667)
43510,43460,VARNA,BG,43.183333,27.966667,BA24,55062,L,CB,G,FALSE,FALSE,FALSE,TRUE,TRUE,K,F,N,M,0,M,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,L,L,POINT(27.9666666666667 43.1833333333333)
43645,43620,ILLICHIVSK,UA,46.3,30.65,BA24,55084,L,CB,G,FALSE,TRUE,TRUE,TRUE,TRUE,H,D,K,,1,M,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,M,POINT(30.65 46.3)
43572,43540,TULCEA,RO,45.166667,28.816667,,55100,V,RN,F,,,,,,,,P,,0,L,,,,FALSE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,B,M,S,POINT(28.8166666666667 45.1666666666667)
43670,43620,MYKOLAYIV,UA,46.95,31.983333,BA24,55101,S,RB,F,FALSE,FALSE,TRUE,TRUE,TRUE,K,M,M,,0,L,,,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,B,M,M,POINT(31.9833333333333 46.95)
44010,43620,MARIUPOL,UA,47.083333,37.566667,BA24,55127,S,CB,G,TRUE,FALSE,TRUE,TRUE,FALSE,M,N,M,,0,L,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,B,S,L,POINT(37.5666666666667 47.0833333333333)
43570,43540,SULINA,RO,45.166667,29.666667,BA24,55131,V,RN,G,FALSE,FALSE,TRUE,TRUE,,K,J,N,,0,L,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,,,TRUE,TRUE,,FALSE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,B,,,POINT(29.6666666666667 45.1666666666667)
44345,44275,SUPSA MARINE TERMINAL,GE,42.1,41.716667,BA24,55138,V,OR,P,,,,TRUE,TRUE,A,G,,,0,M,,,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,,,,TRUE,,,TRUE,FALSE,,FALSE,,,,,,,,,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,B,,,POINT(41.7166666666667 42.1)
45025,45020,TARABULUS,LB,34.45,35.833333,132,56042,M,CB,G,FALSE,TRUE,FALSE,TRUE,,J,H,E,C,1,M,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,,,FALSE,,,TRUE,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,,S,POINT(35.8333333333333 34.45)
45030,45020,BAYRUT,LB,33.9,35.5,132,56043,L,CB,E,FALSE,TRUE,FALSE,TRUE,,G,A,F,K,0,M,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,B,L,L,POINT(35.5 33.9)
45080,45060,HAIFA,IL,32.816667,35,132,56064,M,CB,G,FALSE,TRUE,FALSE,TRUE,FALSE,H,E,H,,1,L,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,B,,M,POINT(35 32.8166666666667)
45100,45060,ASHDOD,IL,31.816667,34.65,132,56067,S,CB,F,FALSE,FALSE,FALSE,TRUE,,,A,F,F,0,M,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,B,,M,POINT(34.65 31.8166666666667)
45280,45200,BANGHAZI,LY,32.116667,20.05,132,56182,M,CB,G,FALSE,FALSE,FALSE,TRUE,,H,A,M,M,1,L,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,B,S,S,POINT(20.05 32.1166666666667)
45990,45960,PORT BOUET,CI,5.233333,-3.966667,123,57063,V,OR,P,TRUE,TRUE,,TRUE,,A,A,,A,0,L,,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,FALSE,,,,,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,B,,,POINT(-3.96666666666667 5.23333333333333)
46000,45960,ABIDJAN,CI,5.25,-4.016667,123,57064,L,LC,E,TRUE,TRUE,FALSE,TRUE,TRUE,H,A,H,K,1,L,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,FALSE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,S,,POINT(-4.01666666666667 5.25)
46131,46120,TIN CAN ISLAND,NG,6.35,3.35,123,57101,V,RN,F,TRUE,,,TRUE,TRUE,K,L,K,,1,L,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,TRUE,FALSE,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,B,,,POINT(3.35 6.35)
46210,46120,PORT HARCOURT,NG,4.766667,7,123,57142,V,RN,F,TRUE,FALSE,FALSE,TRUE,,L,F,L,L,2,L,,,,,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,B,,M,POINT(7 4.76666666666667)
46285,46250,KOLE OIL TERMINAL,CM,4.25,8.55,123,57160,V,OR,P,FALSE,TRUE,FALSE,TRUE,FALSE,,A,,A,2,M,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,,,FALSE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,FALSE,,FALSE,,,,,,,,TRUE,,,,,FALSE,FALSE,FALSE,,,,B,,,POINT(8.55 4.25)
46470,46455,POINTE NOIRE,CG,-4.783333,11.833333,123,57241,S,CB,G,FALSE,FALSE,FALSE,TRUE,,J,G,H,K,1,L,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,S,L,POINT(11.8333333333333 -4.78333333333333)
46490,46478,CABINDA,AO,-5.533333,12.2,123,57243,S,OR,G,,FALSE,FALSE,FALSE,TRUE,O,K,O,K,1,L,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,,TRUE,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,FALSE,,FALSE,TRUE,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,B,,,POINT(12.2 -5.53333333333333)
46520,46500,BOMA,CD,-5.85,13.05,123,57245,S,RN,F,,,,TRUE,TRUE,L,L,K,,2,M,TRUE,,,,TRUE,TRUE,,,TRUE,FALSE,TRUE,,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,B,S,M,POINT(13.05 -5.85)
46640,46635,WALVIS BAY,NA,-22.95,14.5,123,57381,S,CN,G,FALSE,TRUE,FALSE,TRUE,,H,L,H,K,2,L,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,,M,POINT(14.5 -22.95)
46820,46725,PORT ELIZABETH,ZA,-33.966667,25.616667,171,61061,M,CB,F,FALSE,FALSE,FALSE,TRUE,TRUE,J,H,N,K,2,M,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,FALSE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,,L,POINT(25.6166666666667 -33.9666666666667)
47030,46965,TANGA,TZ,-5.083333,39.116667,171,61200,S,CN,F,FALSE,FALSE,FALSE,TRUE,,E,L,N,O,4,M,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,FALSE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,FALSE,FALSE,,,B,,,POINT(39.1166666666667 -5.08333333333333)
47100,47090,MOMBASA,KE,-4.066667,39.666667,171,61212,M,CT,G,FALSE,TRUE,FALSE,TRUE,,G,M,K,N,3,M,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,L,L,POINT(39.6666666666667 -4.06666666666667)
47630,47350,ANTISRANANA,MG,-12.266667,49.283333,171,61562,S,CB,G,TRUE,FALSE,FALSE,TRUE,,G,L,L,L,2,L,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,B,M,,POINT(49.2833333333333 -12.2666666666667)
47720,47710,PORT LOUIS,MU,-20.15,57.5,171,61592,S,CB,G,TRUE,TRUE,FALSE,TRUE,,J,C,L,J,1,M,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,,POINT(57.5 -20.15)
48040,47950,AS SUWAYS,EG,29.966667,32.55,172,62193,L,CB,G,FALSE,TRUE,FALSE,TRUE,,D,M,N,L,2,M,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,FALSE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,L,POINT(32.55 29.9666666666667)
48090,48080,AL AQABAH,JO,29.516667,35,172,62225,V,OR,P,FALSE,FALSE,FALSE,TRUE,,A,A,G,A,1,M,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,,,POINT(35 29.5166666666667)
48165,48143,AL AHMADI,YE,14.833333,42.966667,172,62292,S,CB,P,FALSE,FALSE,FALSE,TRUE,FALSE,K,L,N,N,1,M,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,TRUE,TRUE,,FALSE,FALSE,B,,,POINT(42.9666666666667 14.8333333333333)
48263,48260,KHAWR FAKKAN,AE,25.35,56.383333,172,62366,M,CN,F,FALSE,FALSE,FALSE,FALSE,FALSE,H,A,F,,3,L,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,B,,,POINT(56.3833333333333 25.35)
48550,48410,CHAH BAHAR,IR,25.266667,60.616667,172,62377,V,CN,F,,,,,,N,K,L,,2,M,,,TRUE,FALSE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,,FALSE,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,B,,,POINT(60.6166666666667 25.2666666666667)
48264,48260,MINA SAQR,AE,25.983333,56.05,172,62392,V,CB,F,FALSE,FALSE,FALSE,FALSE,,J,C,J,,2,M,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,FALSE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,,,B,,,POINT(56.05 25.9833333333333)
48268,48260,MUBARRAZ OIL TERMINAL,AE,24.433333,53.516667,172,62407,S,OR,F,,,,TRUE,TRUE,G,F,,F,2,L,FALSE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,,,TRUE,,FALSE,,TRUE,TRUE,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,B,M,,POINT(53.5166666666667 24.4333333333333)
48290,48285,DOHA,QA,25.283333,51.533333,172,62409,S,CN,F,,,,TRUE,TRUE,J,J,M,,2,M,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,FALSE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,B,,,POINT(51.5333333333333 25.2833333333333)
48335,48330,DAMMAM,SA,26.5,50.2,172,62416,S,CB,F,FALSE,FALSE,FALSE,FALSE,,G,G,H,,2,L,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,L,M,POINT(50.2 26.5)
48399,48375,UMM QASR,IQ,30.016667,47.95,172,62437,S,RN,E,TRUE,,,TRUE,FALSE,J,K,K,,1,M,TRUE,,,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,B,M,M,POINT(47.95 30.0166666666667)
48460,48410,BANDAR KHOMEYNI,IR,30.433333,49.083333,172,62442,S,OR,G,TRUE,FALSE,FALSE,TRUE,,F,A,H,,4,L,,,TRUE,FALSE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,B,,M,POINT(49.0833333333333 30.4333333333333)
48325,48305,MINA SALMAN,BH,26.2,50.633333,172,62453,M,CN,F,TRUE,FALSE,FALSE,TRUE,FALSE,G,G,G,,2,M,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,L,M,POINT(50.6333333333333 26.2)
48278,48260,ABU ZABY,AE,24.5,54.333333,172,62463,M,CB,G,TRUE,FALSE,FALSE,TRUE,,G,C,H,H,2,L,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,B,M,,POINT(54.3333333333333 24.5)
48270,48260,AJMAN,AE,25.416667,55.433333,172,62510,V,OR,F,,,,,,M,K,N,,2,M,,,,,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,B,L,,POINT(55.4333333333333 25.4166666666667)
48271,48260,ASH SHARIQAH,AE,25.416667,55.366667,172,62512,S,CB,F,,,,TRUE,,G,N,N,,1,L,,,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,TRUE,FALSE,,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,,POINT(55.3666666666667 25.4166666666667)
48357,48350,MINA ASH SHUAYBAH,KW,29.033333,48.166667,172,62572,M,OR,F,TRUE,TRUE,FALSE,TRUE,,G,D,G,F,3,M,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,FALSE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,B,,,POINT(48.1666666666667 29.0333333333333)
48630,48610,KANDLA,IN,23.033333,70.216667,173,63065,S,RN,F,TRUE,TRUE,FALSE,TRUE,FALSE,J,J,J,J,6,L,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,B,S,S,POINT(70.2166666666667 23.0333333333333)
48845,48610,JAWAHARLAL NEHRU PORT (NHAVA SHIVA),IN,18.95,72.95,173,63103,M,OR,G,TRUE,TRUE,FALSE,TRUE,FALSE,J,H,H,H,4,L,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,,M,POINT(72.95 18.95)
49240,49210,COLOMBO,LK,6.95,79.85,173,63233,M,CB,F,FALSE,TRUE,FALSE,TRUE,FALSE,H,A,G,C,1,M,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,B,M,M,POINT(79.85 6.95)
